chr1	1280000	1280000
chr1	1840000	1840000
chr1	2320000	2320000
chr1	3600000	3760000
chr1	6000000	6200000
chr1	6440000	6440000
chr1	7920000	7960000
chr1	8320000	8320000
chr1	8880000	8880000
chr1	9600000	9600000
chr1	10400000	10400000
chr1	11000000	11000000
chr1	12040000	12040000
chr1	12240000	12240000
chr1	12680000	12680000
chr1	15320000	15320000
chr1	15720000	15720000
chr1	16240000	16280000
chr1	16720000	16720000
chr1	17160000	17160000
chr1	17600000	17640000
chr1	19080000	19080000
chr1	19880000	19880000
chr1	20720000	20720000
chr1	21400000	21400000
chr1	21880000	21880000
chr1	22240000	22240000
chr1	22840000	22840000
chr1	23160000	23160000
chr1	23480000	23480000
chr1	23960000	23960000
chr1	24840000	24840000
chr1	25040000	25080000
chr1	25440000	25440000
chr1	26040000	26080000
chr1	26680000	26680000
chr1	27120000	27120000
chr1	27520000	27520000
chr1	28000000	28000000
chr1	28440000	28440000
chr1	28840000	28840000
chr1	29400000	29400000
chr1	30960000	30960000
chr1	32320000	32440000
chr1	32640000	32640000
chr1	33320000	33320000
chr1	33720000	33720000
chr1	35000000	35080000
chr1	36320000	36320000
chr1	36720000	36720000
chr1	38040000	38040000
chr1	39080000	39080000
chr1	39800000	39800000
chr1	40000000	40000000
chr1	40280000	40280000
chr1	40760000	40760000
chr1	41240000	41240000
chr1	43000000	43000000
chr1	43400000	43440000
chr1	44240000	44240000
chr1	44960000	44960000
chr1	45800000	45800000
chr1	46600000	46600000
chr1	48160000	48320000
chr1	50600000	50600000
chr1	51560000	51560000
chr1	52040000	52040000
chr1	52600000	52600000
chr1	52920000	52920000
chr1	53480000	53480000
chr1	54080000	54080000
chr1	55280000	55280000
chr1	57040000	57040000
chr1	58760000	58760000
chr1	60080000	60200000
chr1	62320000	62400000
chr1	62640000	62640000
chr1	63040000	63040000
chr1	63760000	63760000
chr1	64520000	64520000
chr1	65280000	65280000
chr1	65960000	65960000
chr1	66480000	66480000
chr1	66960000	66960000
chr1	67760000	67760000
chr1	68040000	68040000
chr1	68680000	68720000
chr1	71280000	71320000
chr1	74960000	75000000
chr1	77360000	77360000
chr1	77920000	78160000
chr1	78360000	78360000
chr1	78920000	78920000
chr1	80440000	80480000
chr1	84120000	84120000
chr1	85520000	85520000
chr1	86600000	86600000
chr1	87320000	87320000
chr1	88880000	88880000
chr1	89120000	89120000
chr1	90280000	90280000
chr1	91640000	91720000
chr1	92200000	92200000
chr1	92560000	92560000
chr1	92880000	92920000
chr1	94160000	94160000
chr1	94720000	94720000
chr1	95360000	95360000
chr1	97080000	97160000
chr1	98800000	98920000
chr1	100000000	100000000
chr1	101640000	101680000
chr1	103840000	104080000
chr1	108120000	108120000
chr1	108480000	108840000
chr1	109760000	109880000
chr1	110120000	110120000
chr1	110400000	110400000
chr1	110840000	110840000
chr1	112720000	112720000
chr1	113040000	113040000
chr1	113440000	113440000
chr1	114120000	114280000
chr1	115120000	115120000
chr1	116120000	116120000
chr1	116920000	116920000
chr1	117400000	117400000
chr1	117640000	117640000
chr1	118320000	118320000
chr1	120080000	120080000
chr1	148480000	148480000
chr1	149520000	149640000
chr1	150280000	150280000
chr1	151560000	151760000
chr1	152240000	152240000
chr1	152400000	152400000
chr1	153440000	153440000
chr1	155160000	155280000
chr1	156360000	156360000
chr1	157360000	157400000
chr1	158240000	158320000
chr1	159400000	159400000
chr1	159640000	159680000
chr1	160000000	160000000
chr1	160760000	160800000
chr1	161040000	161080000
chr1	161600000	161600000
chr1	163360000	163520000
chr1	164160000	164160000
chr1	165040000	165080000
chr1	165920000	165920000
chr1	166440000	166560000
chr1	168000000	168000000
chr1	169720000	169720000
chr1	170680000	170680000
chr1	172480000	172480000
chr1	173240000	173240000
chr1	175120000	175120000
chr1	176160000	176160000
chr1	177320000	177320000
chr1	178080000	178080000
chr1	178440000	178440000
chr1	178720000	178720000
chr1	179440000	179440000
chr1	181080000	181080000
chr1	183000000	183000000
chr1	183960000	183960000
chr1	184600000	184600000
chr1	185240000	185240000
chr1	188680000	188680000
chr1	190680000	190720000
chr1	191280000	191280000
chr1	194360000	194360000
chr1	196960000	196960000
chr1	197800000	197800000
chr1	198800000	198800000
chr1	199360000	199480000
chr1	199640000	199680000
chr1	200080000	200120000
chr1	200400000	200400000
chr1	201240000	201240000
chr1	201480000	201480000
chr1	201720000	201720000
chr1	202080000	202080000
chr1	202400000	202400000
chr1	202760000	202760000
chr1	203560000	203560000
chr1	204520000	204720000
chr1	205280000	205280000
chr1	205760000	206040000
chr1	208000000	208000000
chr1	209520000	209520000
chr1	209920000	209920000
chr1	210200000	210280000
chr1	210720000	210720000
chr1	211320000	211320000
chr1	212440000	212440000
chr1	212840000	212840000
chr1	213840000	213880000
chr1	216480000	216480000
chr1	218200000	218200000
chr1	219000000	219000000
chr1	219680000	219680000
chr1	220920000	220960000
chr1	221960000	221960000
chr1	222720000	222720000
chr1	223640000	223640000
chr1	224320000	224640000
chr1	225720000	225720000
chr1	226360000	226440000
chr1	226880000	226880000
chr1	227720000	227720000
chr1	228600000	228840000
chr1	229440000	229480000
chr1	229800000	229800000
chr1	231520000	231560000
chr1	232560000	232560000
chr1	233360000	233360000
chr1	233720000	233720000
chr1	234320000	234320000
chr1	234800000	234800000
chr1	238160000	238160000
chr1	238960000	238960000
chr1	239760000	239760000
chr1	240120000	240240000
chr1	241200000	241400000
chr1	242680000	242680000
chr1	245040000	245120000
chr1	245600000	245600000
chr2	1520000	1560000
chr2	1840000	2000000
chr2	3720000	3920000
chr2	7000000	7120000
chr2	8840000	8880000
chr2	9440000	9480000
chr2	10120000	10120000
chr2	10760000	10840000
chr2	11720000	11800000
chr2	13080000	13120000
chr2	15680000	15680000
chr2	17720000	17800000
chr2	20400000	20440000
chr2	20680000	20680000
chr2	23440000	23440000
chr2	23880000	23880000
chr2	25320000	25320000
chr2	25800000	25880000
chr2	27120000	27160000
chr2	27400000	27480000
chr2	27760000	27760000
chr2	28640000	28640000
chr2	29000000	29000000
chr2	30200000	30200000
chr2	30800000	30800000
chr2	31920000	31920000
chr2	32240000	32600000
chr2	33680000	33680000
chr2	36400000	36440000
chr2	37040000	37160000
chr2	38000000	38000000
chr2	38400000	38400000
chr2	39320000	39400000
chr2	39840000	39840000
chr2	41920000	41920000
chr2	42440000	42440000
chr2	42800000	42880000
chr2	43680000	44040000
chr2	45040000	45040000
chr2	45680000	45680000
chr2	46040000	46040000
chr2	46560000	46720000
chr2	47000000	47000000
chr2	47480000	47480000
chr2	47880000	47880000
chr2	48560000	48680000
chr2	50560000	50560000
chr2	53880000	53880000
chr2	55720000	55760000
chr2	56120000	56240000
chr2	57680000	57760000
chr2	60760000	60800000
chr2	61960000	62000000
chr2	62520000	62520000
chr2	63640000	63680000
chr2	63960000	64080000
chr2	65680000	65680000
chr2	68160000	68200000
chr2	69000000	69000000
chr2	69440000	69520000
chr2	69960000	69960000
chr2	70360000	70360000
chr2	73680000	73840000
chr2	74520000	74720000
chr2	74960000	74960000
chr2	75800000	75800000
chr2	79960000	80000000
chr2	84440000	84520000
chr2	85400000	85400000
chr2	85720000	85720000
chr2	85920000	85920000
chr2	86280000	86280000
chr2	89120000	89280000
chr2	95800000	95840000
chr2	97520000	97520000
chr2	98400000	98600000
chr2	99120000	99320000
chr2	100560000	100560000
chr2	101240000	101240000
chr2	101880000	101960000
chr2	102680000	102800000
chr2	104840000	105000000
chr2	106600000	106600000
chr2	108200000	108200000
chr2	109840000	110160000
chr2	111840000	111960000
chr2	112200000	112280000
chr2	113880000	114120000
chr2	114440000	114440000
chr2	118200000	118280000
chr2	120040000	120120000
chr2	120680000	120680000
chr2	121160000	121160000
chr2	122240000	122280000
chr2	127480000	127480000
chr2	128480000	128600000
chr2	129240000	129240000
chr2	130520000	130640000
chr2	130920000	131200000
chr2	132360000	132720000
chr2	134360000	134360000
chr2	134960000	134960000
chr2	135400000	135400000
chr2	138320000	138360000
chr2	139320000	139440000
chr2	143480000	143520000
chr2	147160000	147200000
chr2	148400000	148400000
chr2	150120000	150120000
chr2	152040000	152080000
chr2	153280000	153320000
chr2	157880000	158000000
chr2	159400000	159440000
chr2	160400000	160600000
chr2	161840000	162000000
chr2	165200000	165280000
chr2	165840000	165960000
chr2	166480000	166720000
chr2	169560000	169920000
chr2	171480000	171480000
chr2	172000000	172120000
chr2	172720000	172720000
chr2	173120000	173160000
chr2	173800000	173800000
chr2	175000000	175280000
chr2	175760000	175760000
chr2	176680000	176680000
chr2	177720000	177720000
chr2	178440000	178680000
chr2	179040000	179320000
chr2	180440000	180640000
chr2	182720000	182720000
chr2	183680000	183800000
chr2	187040000	187040000
chr2	188040000	188040000
chr2	189080000	189080000
chr2	190240000	190240000
chr2	191600000	191600000
chr2	192120000	192120000
chr2	192880000	192880000
chr2	195880000	195880000
chr2	196640000	196640000
chr2	197360000	197360000
chr2	198080000	198360000
chr2	200520000	200560000
chr2	201080000	201120000
chr2	201440000	201440000
chr2	202280000	202320000
chr2	203120000	203120000
chr2	204520000	204560000
chr2	206720000	206720000
chr2	208920000	208960000
chr2	210880000	211120000
chr2	213160000	213200000
chr2	215880000	215880000
chr2	216640000	216680000
chr2	218800000	218840000
chr2	219960000	220200000
chr2	223160000	223200000
chr2	224520000	224520000
chr2	225320000	225360000
chr2	226200000	226240000
chr2	227720000	227880000
chr2	230320000	230320000
chr2	231400000	231440000
chr2	231600000	231640000
chr2	232040000	232360000
chr2	233120000	233160000
chr2	233840000	234040000
chr2	234400000	234440000
chr2	235120000	235120000
chr2	235720000	235720000
chr2	236320000	236360000
chr2	236840000	236880000
chr2	237640000	237640000
chr2	238360000	238360000
chr2	238880000	238880000
chr2	239600000	239600000
chr2	240760000	240760000
chr2	241400000	241400000
chr3	3200000	3240000
chr3	4240000	4320000
chr3	5240000	5320000
chr3	8440000	8440000
chr3	9360000	9360000
chr3	10320000	10320000
chr3	10760000	11080000
chr3	11360000	11360000
chr3	11880000	12120000
chr3	12920000	13000000
chr3	13680000	13720000
chr3	15120000	15120000
chr3	15560000	15600000
chr3	16280000	16280000
chr3	16600000	16600000
chr3	17280000	17440000
chr3	24000000	24000000
chr3	24720000	24840000
chr3	25600000	25640000
chr3	27040000	27120000
chr3	28400000	28640000
chr3	30000000	30040000
chr3	30760000	30800000
chr3	32280000	32520000
chr3	32720000	33120000
chr3	33840000	33880000
chr3	36720000	37000000
chr3	37360000	37440000
chr3	39400000	39440000
chr3	42560000	42600000
chr3	44320000	44520000
chr3	45520000	45520000
chr3	45720000	45760000
chr3	46680000	46920000
chr3	47400000	47440000
chr3	47800000	47840000
chr3	48200000	48200000
chr3	49040000	49120000
chr3	50320000	50360000
chr3	51400000	51480000
chr3	51920000	51920000
chr3	52720000	52720000
chr3	53280000	53360000
chr3	56560000	56600000
chr3	58440000	58520000
chr3	61160000	61520000
chr3	62240000	62560000
chr3	63240000	63280000
chr3	63800000	63800000
chr3	64480000	64480000
chr3	65280000	65360000
chr3	65720000	65720000
chr3	66120000	66360000
chr3	67000000	67040000
chr3	69120000	69120000
chr3	70120000	70200000
chr3	71840000	71840000
chr3	73240000	73240000
chr3	74000000	74400000
chr3	75320000	75360000
chr3	75720000	75880000
chr3	76800000	77120000
chr3	78760000	78800000
chr3	79680000	79720000
chr3	87320000	87400000
chr3	88320000	88320000
chr3	98920000	98960000
chr3	99680000	99760000
chr3	101000000	101000000
chr3	101480000	101600000
chr3	102920000	102920000
chr3	103440000	103440000
chr3	105320000	105440000
chr3	106600000	106760000
chr3	108360000	108400000
chr3	109800000	109840000
chr3	112760000	112920000
chr3	113280000	113320000
chr3	113720000	113760000
chr3	114240000	114240000
chr3	116360000	116400000
chr3	117040000	117080000
chr3	120040000	120320000
chr3	121400000	121760000
chr3	122600000	122720000
chr3	123560000	123600000
chr3	124480000	124520000
chr3	124800000	124800000
chr3	125760000	125960000
chr3	126800000	126960000
chr3	128760000	128800000
chr3	129280000	129280000
chr3	129840000	129840000
chr3	130080000	130120000
chr3	130480000	130520000
chr3	131320000	131320000
chr3	133600000	133600000
chr3	133920000	133920000
chr3	134880000	135120000
chr3	135760000	135760000
chr3	137280000	137280000
chr3	138240000	138240000
chr3	139200000	139240000
chr3	140160000	140240000
chr3	140600000	140600000
chr3	142400000	142440000
chr3	143720000	143800000
chr3	144200000	144240000
chr3	144920000	145000000
chr3	146920000	147200000
chr3	147800000	147840000
chr3	150040000	150160000
chr3	151040000	151080000
chr3	151760000	151840000
chr3	153120000	153240000
chr3	153800000	154040000
chr3	155480000	155520000
chr3	156960000	157200000
chr3	158360000	158360000
chr3	158720000	158760000
chr3	160000000	160040000
chr3	162680000	162720000
chr3	168880000	169120000
chr3	170040000	170080000
chr3	170960000	171000000
chr3	172080000	172080000
chr3	172800000	172840000
chr3	174000000	174000000
chr3	179600000	179640000
chr3	180200000	180200000
chr3	180800000	180960000
chr3	183920000	184080000
chr3	184600000	184640000
chr3	185520000	185560000
chr3	186040000	186040000
chr3	186800000	186840000
chr3	187120000	187160000
chr3	188920000	188920000
chr3	190440000	190440000
chr3	191920000	191960000
chr3	192600000	192640000
chr3	193680000	193720000
chr3	194800000	194840000
chr3	195520000	195520000
chr3	195840000	195840000
chr3	196480000	196480000
chr3	196840000	196880000
chr3	197200000	197200000
chr3	198160000	198200000
chr4	480000	640000
chr4	1640000	1640000
chr4	3040000	3040000
chr4	3480000	3480000
chr4	4040000	4040000
chr4	4960000	5040000
chr4	6600000	6640000
chr4	7160000	7160000
chr4	8680000	8960000
chr4	12280000	12320000
chr4	13160000	13200000
chr4	14840000	14840000
chr4	15080000	15080000
chr4	17120000	17240000
chr4	18240000	18240000
chr4	20360000	20360000
chr4	22400000	22680000
chr4	24080000	24080000
chr4	25000000	25000000
chr4	25360000	25520000
chr4	26600000	26720000
chr4	30160000	30280000
chr4	37040000	37200000
chr4	38440000	38560000
chr4	38840000	38880000
chr4	39680000	39720000
chr4	40600000	40600000
chr4	40960000	40960000
chr4	42240000	42600000
chr4	44400000	44440000
chr4	46440000	46520000
chr4	53560000	53560000
chr4	54800000	54800000
chr4	55520000	55520000
chr4	56920000	56960000
chr4	57720000	57800000
chr4	60520000	60800000
chr4	65120000	65280000
chr4	74120000	74160000
chr4	75240000	75400000
chr4	75920000	75960000
chr4	76680000	76760000
chr4	77040000	77120000
chr4	78360000	78520000
chr4	80080000	80080000
chr4	81480000	81480000
chr4	82520000	82560000
chr4	83440000	83480000
chr4	83960000	83960000
chr4	84600000	84600000
chr4	85680000	85800000
chr4	86160000	86200000
chr4	87200000	87600000
chr4	88640000	88720000
chr4	89680000	89680000
chr4	91120000	91320000
chr4	93560000	93800000
chr4	95320000	95360000
chr4	95760000	95760000
chr4	96280000	96280000
chr4	99160000	99240000
chr4	100240000	100240000
chr4	100640000	100680000
chr4	100960000	101080000
chr4	103480000	103560000
chr4	104360000	104360000
chr4	109080000	109080000
chr4	109760000	109800000
chr4	110560000	110560000
chr4	111120000	111120000
chr4	111720000	111720000
chr4	113200000	113200000
chr4	114120000	114200000
chr4	115960000	116040000
chr4	118040000	118200000
chr4	119440000	119440000
chr4	120640000	120760000
chr4	121200000	121200000
chr4	122800000	123000000
chr4	123720000	123720000
