chr1	33498532
chr1	2048995
chr1	3164054
chr1	24101708
chr1	63962786
chr1	62935521
chr1	90148560
chr1	84939566
chr1	90139898
chr1	144733139
chr1	166753165
chr1	172996053
chr1	168781275
chr1	177142593
chr1	191836375
chr1	196109810
chr1	217062215
chr1	219139461
chr1	235949145
chr1	242203925
chr1	919673
chr1	1722421
chr1	3414075
chr1	7063787
chr1	9975652
chr1	10610239
chr1	19479911
chr1	19363801
chr1	19222176
chr1	20790290
chr1	24777812
chr1	26858678
chr1	30112467
chr1	30880468
chr1	31286334
chr1	30785242
chr1	34442086
chr1	37121763
chr1	41118044
chr1	42098319
chr1	44781493
chr1	45294953
chr1	46917953
chr1	47984376
chr1	48775406
chr1	52047818
chr1	55385222
chr1	56313201
chr1	56983471
chr1	56761109
chr1	58185155
chr1	61741995
chr1	62666887
chr1	63774895
chr1	64717892
chr1	69949275
chr1	77738427
chr1	78279474
chr1	82043281
chr1	83628376
chr1	84001667
chr1	87756063
chr1	89716472
chr1	89474500
chr1	89847209
chr1	89883528
chr1	92674840
chr1	93779779
chr1	98428377
chr1	98159974
chr1	101214341
chr1	104923162
chr1	109122356
chr1	110910002
chr1	110862990
chr1	111253343
chr1	111759689
chr1	114705081
chr1	115677888
chr1	116731347
chr1	117505295
chr1	119793686
chr1	144295854
chr1	150583854
chr1	153158489
chr1	153461158
chr1	154669064
chr1	158189817
chr1	158149238
chr1	157770878
chr1	157445282
chr1	160818593
chr1	164864974
chr1	168040175
chr1	170400278
chr1	172334733
chr1	173747602
chr1	173893766
chr1	175010041
chr1	174828693
chr1	176830966
chr1	179708473
chr1	180547911
chr1	181505327
chr1	190532987
chr1	197030437
chr1	196725756
chr1	196721659
chr1	198001771
chr1	203957619
chr1	205418183
chr1	206270175
chr1	208487345
chr1	211677915
chr1	212346026
chr1	212967358
chr1	215178890
chr1	218779816
chr1	219495551
chr1	219900708
chr1	220849194
chr1	224106298
chr1	224654758
chr1	227043651
chr1	227122106
chr1	230299022
chr1	230897333
chr1	231813093
chr1	234072249
chr1	234182949
chr1	235123898
chr1	235992864
chr1	237349410
chr1	239229399
chr1	244548976
chr1	1487658
chr1	6470256
chr1	9492897
chr1	12367873
chr1	23891794
chr1	25603443
chr1	37392000
chr1	42629095
chr1	47361111
chr1	47899389
chr1	51680935
chr1	52865749
chr1	57572287
chr1	66120533
chr1	66511313
chr1	71746541
chr1	84585386
chr1	88516435
chr1	89575883
chr1	100586732
chr1	102931581
chr1	111469030
chr1	116045353
chr1	146454654
chr1	151310032
chr1	159159414
chr1	162457763
chr1	165466078
chr1	169917791
chr1	176065726
chr1	176875125
chr1	178570303
chr1	181961563
chr1	189969965
chr1	191293152
chr1	195749546
chr1	202673832
chr1	206344950
chr1	209626283
chr1	211978836
chr1	212896305
chr1	218548144
chr1	227582660
chr1	227982517
chr1	231121001
chr1	237035678
chr1	238987022
chr10	125793631
chr10	989217
chr10	45097402
chr10	42959642
chr10	90140651
chr10	96433875
chr10	102766731
chr10	110035136
chr10	126844583
chr10	3040224
chr10	6579390
chr10	7207742
chr10	7092888
chr10	7195909
chr10	7495113
chr10	9172739
chr10	9324525
chr10	12318828
chr10	18553965
chr10	22884803
chr10	22777883
chr10	27511974
chr10	27377728
chr10	30676980
chr10	33249623
chr10	34323670
chr10	34873124
chr10	42756571
chr10	48077486
chr10	49891116
chr10	49691953
chr10	52573190
chr10	59998659
chr10	62344166
chr10	63147612
chr10	63588108
chr10	71062135
chr10	73909795
chr10	74330243
chr10	74558501
chr10	74822309
chr10	75721478
chr10	77935551
chr10	84405447
chr10	89388377
chr10	89323049
chr10	91118574
chr10	94726588
chr10	96012580
chr10	95881576
chr10	97745519
chr10	98262286
chr10	98715522
chr10	101138049
chr10	103221894
chr10	105778047
chr10	105243896
chr10	105641563
chr10	107076561
chr10	107723174
chr10	107500969
chr10	112063723
chr10	111504606
chr10	112713118
chr10	115241083
chr10	115068349
chr10	115747989
chr10	126627680
chr10	126483275
chr10	127371389
chr10	129229739
chr10	129068874
chr10	133044970
chr10	133980702
chr10	6327965
chr10	9344419
chr10	25070050
chr10	30842313
chr10	42767212
chr10	44624707
chr10	46062165
