chr1	1820000
chr1	2300000
chr1	3620000
chr1	4540000
chr1	5980000
chr1	6180000
chr1	6420000
chr1	7180000
chr1	7620000
chr1	7900000
chr1	8420000
chr1	9020000
chr1	9700000
chr1	10420000
chr1	10980000
chr1	11220000
chr1	12020000
chr1	12900000
chr1	13980000
chr1	14740000
chr1	15700000
chr1	15940000
chr1	16260000
chr1	16700000
chr1	17140000
chr1	17580000
chr1	17820000
chr1	18780000
chr1	19060000
chr1	19460000
chr1	19860000
chr1	20060000
chr1	20700000
chr1	20860000
chr1	21380000
chr1	21820000
chr1	22180000
chr1	22620000
chr1	22860000
chr1	23140000
chr1	23460000
chr1	23940000
chr1	24140000
chr1	24820000
chr1	25420000
chr1	25740000
chr1	26020000
chr1	26220000
chr1	26660000
chr1	27140000
chr1	27500000
chr1	27900000
chr1	28820000
chr1	29380000
chr1	31180000
chr1	31380000
chr1	31860000
chr1	32420000
chr1	32580000
chr1	33100000
chr1	33300000
chr1	33700000
chr1	34380000
chr1	35060000
chr1	35340000
chr1	35780000
chr1	36020000
chr1	36300000
chr1	36700000
chr1	37700000
chr1	38020000
chr1	38820000
chr1	39300000
chr1	39980000
chr1	40260000
chr1	40740000
chr1	41220000
chr1	41700000
chr1	42380000
chr1	42980000
chr1	43380000
chr1	43940000
chr1	44260000
chr1	44940000
chr1	45820000
chr1	46620000
chr1	46940000
chr1	47580000
chr1	47940000
chr1	48460000
chr1	48740000
chr1	50580000
chr1	50980000
chr1	51540000
chr1	52020000
chr1	52580000
chr1	52900000
chr1	53460000
chr1	53980000
chr1	54260000
chr1	55260000
chr1	57020000
chr1	58860000
chr1	60100000
chr1	61060000
chr1	61260000
chr1	62380000
chr1	62660000
chr1	63020000
chr1	63780000
chr1	64460000
chr1	65060000
chr1	65260000
chr1	65940000
chr1	66980000
chr1	67420000
chr1	67740000
chr1	67980000
chr1	68300000
chr1	68660000
chr1	70420000
chr1	70740000
chr1	71300000
chr1	71780000
chr1	72820000
chr1	74020000
chr1	74260000
chr1	74980000
chr1	75460000
chr1	76020000
chr1	78340000
chr1	78900000
chr1	80380000
chr1	81020000
chr1	81460000
chr1	82980000
chr1	84100000
chr1	85500000
chr1	86580000
chr1	86980000
chr1	87340000
chr1	88940000
chr1	89140000
chr1	89700000
chr1	90020000
chr1	90260000
chr1	90940000
chr1	91700000
chr1	92180000
chr1	92540000
chr1	93060000
chr1	93380000
chr1	93820000
chr1	94140000
chr1	94700000
chr1	95060000
chr1	95300000
chr1	97220000
chr1	98980000
chr1	99380000
chr1	99980000
chr1	101140000
chr1	101700000
chr1	102700000
chr1	103700000
chr1	104620000
chr1	104940000
chr1	106140000
chr1	107540000
chr1	108100000
chr1	108780000
chr1	109020000
chr1	109260000
chr1	109860000
chr1	110380000
chr1	110820000
chr1	111460000
chr1	111780000
chr1	112100000
chr1	112700000
chr1	113020000
chr1	113420000
chr1	114100000
chr1	115420000
chr1	116100000
chr1	116420000
chr1	116860000
chr1	117380000
chr1	117820000
chr1	118300000
chr1	142100000
